Id,Comentario,Carga
512,Pedro Ferriz H de nuevo quedo como tonto al atacar a AMLO. Los fifis no se cansan de ser payasos y perdedores. ,positivo
513,"Si el gobierno de López Portillo pasó a la historia por la expropiación de la banca, el de AMLO será recordado, hasta hoy, por la cancelación del NAICM, por haber enterrado 200,000 Millones de pesos y por no haber encarcelado a la mafia del poder a la que tanto decía detestar",negativo
514,Apoyos. La prensa fifí apoya a la cúpula empresarial. La prensa fifí apoya a la oposición. La prensa fifí apoya al PRIAN. La cúpula empresarial apoya a la prensa fifí. La cúpula empresarial apoya a la oposición. La cúpula empresarial apoya al PRIAN. El pueblo apoya a AMLO.,positivo
515,PAN en San Lázaro critica que AMLO tome decisiones “ocurrentes” o por “dictados divinos”,negativo
516,Captan a hijo de AMLO de compras en Europa.,negativo
517,"Chairos: ""No puedes juzgar a un Presidente por 5 meses, no se puede arreglar lo que dejó el PRIAN en tan poco tiempo"" Also chairos: ""AMLO es el mejor Presidente que hemos tenido""",negativo
518,"A mí no me pagan por apoyar a AMLO y tampoco lo aceptaría. Tengo postgrado, trabajo independiente y afortunadamente no necesito $, voté para q ese $ se lo den a quienes son menos afortunados y lograr emparejar el suelo para todos. Entiéndalo.",positivo
519,Mientras algunos en las redes destilan odio contra @lopezobrador_ él entrega cariño a su pueblo ,positivo
520,"Cada día AMLO me hace sentir orgullosa de mi, de no haber votada por el.",negativo
521,"Y mientras en redes los odiadores dicen que @lopezobrador_ perdió popularidad, en las calles se muestra otra cosa ",positivo
522,"A mi #Aristegui no me conmovió con su editorial en #Reforma... Sigue siendo una chayotera de #AMLO, a mi me va a convencer, cuando su noticiero de radio sea objetivo con el actual gobierno... ",positivo
523,El 81% de 8 mil 34 personas volvería a votar por #AMLO.,positivo
524,Pero cuanta muina se carga la derechundiza tuitera en estos días... me queda claro que AMLO está haciendo muy bien las cosas,positivo
525,"Las campañas de la derecha se basan en fake news, notas tendenciosamente infladas, o visiones ideológicas sesgadas y hasta ridículas. Son desmentidas o se caen en menos de 48 horas. No da tiempo de hacer un cartón con sus agendas.",positivo
526,"El obradorismo atacando a #Aristegui, baia baia, pues no que era una super periodista? No que era lo mejor? Viva muestra que si no te alienas eres corrupto, vendido, cuidado chairos, no les conviene a tener a esta mujer de Enemigo, ella no va a perdonar cada pendejada de AMLO",negativo
527,"Saben qué sí me da la hueva del mundo? Cuando Aristegui criticaba y cuestionaba a EPN todos la aplaudían. Ahora que cuestiona y critica a AMLO, ahora resulta que es una chayotera, vendida, eeeetc. No mamen, dense cuenta del nivel de pendejadas que están diciendo.",negativo
528,"#AMLO en su visita en Oaxaca demuestra cada día que es la estrella de rock de las calles de México, el presidente más querido aunque no le guste y le pese a la oposicion.",positivo
529,"AMLO no se cansa de buscar culpables y enemigos políticos para explicarle a los mexicanos todo lo que está mal. Los que si se van a cansar, y pronto, son los mexicanos que buscan y necesitan UN PRESIDENTE DE SOLUCIONES, NO UN PRESIDENTE DE EXCUSAS.",positivo
530,"#AMLOelmejooresidentedelmundo #Apoyo INCONDICIONAL para con nuestro presidente AMLO, único y verdadero gobernante que trabaja parq el bien de los mexicanos, viva AMLO,viva MORENA al 100% con nuestro presidente",positivo
531,"12 camionetas de lujo blindadas, una ambulancia, 2 patrullas, escoltas armados y 200 pesos en su cartera. Así llegó AMLO a Veracruz. ¿Por qué tanta seguridad? Allá gobierna MORENA, allá la esperanza de México ya hace de las suyas. ¿Qué no el pueblo bueno lo iba a cuidar?",negativo
532,"Yo No voté por AMLO en el 2006 gracias a la campaña de odio y miedo que hizo Felipe Calderón. Y ME ARREPIENTO genuinamente por haber sido tan ciega. Hoy México sería otro. El gobierno de AMLO no es perfecto, pero MIL VECES lo prefiero a poner el país en manos de un PRIANISTA.",positivo
533,El fracaso de la obra pública no terminará con AMLO,negativo
534,No cabe duda que el pueblo quiere y respeta mucho a su presidente ,positivo
535,"Malas noticias para quienes tratan a toda costa de bajar la popularidad de AMLO. De gira por Oaxaca, la caravana del Presidente fue detenida por pobladores del municipio Matías Romero. Le pidieron que dirigiera un mensaje y él accedió, habló con ellos y escuchó sus necesidades.",positivo
536,"La diferencia entre la ""consulta"" secreta de AMLO y las ""consultas"" públicas anteriores de AMLO: - Una fue una farsa en secreto. - Las otras fueron farsas en público.",negativo
537,NADIE DIJO QUE SERÍA FACÍL. Decidimos confiar en un proyecto de nación y con ello comprometernos a transformar México.,positivo
538,hoy las manifestaciones populares hacia él son de amor y no indignación.,positivo
539,Este hombre representa perfectamente la mentalidad de todos los mexicanos que NO apoyamos a AMLO.,negativo
540,"En las imágenes podemos apreciar al engendro que con sus largos tentáculos tiene atrapados y secuestrados absolutamente a todos los sectores dela Nación.Mírenlo cuidadosamente porque a eso nos enfrentamos parece invencible pero el primer paso está dado,AMLO está enfrentándolo",positivo
541,#AMLO ya perdió Twitter. Benditas redes sociales. Que siga creyendo que tienen el apoyo del pueblo. En 5 años morena va para afuera. Tuvieron su chance y no llevan un año y ya sacaron el cobre. Cero preparación miles de caprichos de un hombre resentido. #AmloSiEsCorrupto,negativo
542,El presidenta @lopezobrador_ está muy lejos de conducirse como un jefe de estado responsable.,negativo
543,"Gente con maestrías y doctorados en economía, ciencia política y derecho hablando y discutiendo sobre si los hijos de AMLO son fifís o no. ",negativo
544,Amlo jamás podrá hacer una obra del nivel del NAICM. ,negativo
545,"Yo sólo estoy esperando a que AMLO se defienda con un: -No oigo, no oigo soy de palo y tengo orejas de pescado",negativo
546,"Le ocultaron a inversionistas y al equipo de transición de AMLO, que aeropuerto en Texcoco había aumentado en costos 17 mil millones de dólares; advierten denuncias",negativo
547,"Una senadora de la República! Es de Morena, claro! Fue secuestradora y hoy dice: ""los asesinatos en México son a drede, para hacer ver mal al presidente""",negativo
548,Estamos cumpliendo la palabra de cancelar la mal llamada #ReformaEducativa dice el presidente,positivo
549,"La izquierda mexicana es tan chafa que lleva gobernando la #CDMX más de 12 años (incluido #AMLO), y la alcaldesa le sigue echando la culpa a los gobiernos anteriores de su mediocridad.",positivo
550,"Les voy a proponer algo en lugar de hacer marchas que no sirven para nada, a la siguiente consulta que haga AMLO salgamos a votar de forma masiva en contra.",negativo
551,"La podemos demandar por mentirosa, mucho ojo con lo que esta diciendo! Yo que ud. Pedia disculpas, 1) Morena no tiene bots! 2) 30 millones q votamos, no somos bots!",positivo
552,"El primer trimestre del gobierno de AMLO: -El más violento de la historia: 8,493 homicidios -El de mayor inflación 4.38% (1a qna. abril) -El de mayor desempleo: 3.6% (marzo)",negativo
553,"Las pérdidas más cuantiosas de la cúpula empresarial no provienen del mercado, suceden cuando la izquierda (AMLO) gana el poder político mediante el voto consciente del electorado. Entonces usan todo el poder económico para regresar al régimen anterior. Niegan el progreso.",negativo
554,"Echando la culpa a gobiernos anteriores, alucinando complós políticos o dividiendo a los mexicanos no se resolverá el problema.",negativo
555,"Pues nada, que ya estarían armando un escándalo intenso en redes y exigiendo la renuncia si otro presidente hubiera cometido las tarugadas que AMLO ha hecho en sólo 4 meses. Lo suyo no es amor a México, es hipocresía y resentimiento. Tal cual",negativo
556,"Que decepción!!! la mayor parte del pueblo no quiere cambiar, no quiere ser bueno, quiere ser cómo los malditos corruptos, malos, perversos y siniestros, sólo que a nivel menos que mediocre, que tristeza que al final del sexenio quien se va a llevar la peor decepción es AMLO",negativo
557,"Que ridículo!! AMLO se mueve en Jetta, aún no entiende que ya es un Presidente, ya no anda en campaña - Lo ven chairos!!! Les mintieron!!! dónde quedó la austeridad? Su mesías anda en suburban!!!",negativo
558,"No se vayan a enojar mucho nuestros adversarios, porque ya se hizo la consulta, se les fue. Ni modo, Margarito”, López Obrador.",positivo
559,"La victimización crónica como patología, tiene implicaciones personales y familiares. Cuando la padece el Presidente de la República es incapacidad sanitaria para gobernar: simplemente no puede. AMLO no es bueno ni malo. Está enfermo.",negativo
560,"A veces sueño quizás sí funcione la 4t, pero luego me acuerdo que cancelaron las estancias infantiles, apoyos a niños con Cáncer, la prueba Tamlz neonatal más todo el desinterés a la infancia y se me pasa",negativo
561,Dios bendiga a nuestro emperador Azteca AMLO.,positivo
562,"Críticas de AMLO provocan amenazas, dice The Guardian",negativo
563,"Los hijos de AMLO no trabajan, tienen guardaespaldas, viajan por el mundo, comen en Restaurantes de lujo, asisten a eventos deportivos en lugares exclusivos y compran su ropa en tiendas de prestigio.",negativo
564,Mientras otros aprovechan que México se va al carajo por culpa de este inepto que tenemos por presidente. #AmloDestruyeMexico #AmloSiEsCorrupto,negativo
565,"Así las cosas en este México querido o deberíamos decir , qué herido, gracias #AlMalLlamadoPresidente ",negativo
566,Si la licitación fué legal por qué ahora dicen que AMLO carece de facultades para quitarle el contrato? (que ciertamente las carece) pero entonces fué legal!!!!! Pero entonces qué les arde!?!? Quién los entiende?!? No hay chile que les embone de vdd!!!! ,positivo
567,"Les he de confesar que, afuera de mi casa tengo una lona muy grande que dice: ""AMLO 2018. La esperanza de México. Así, los ladrones creen que me estoy muriendo de hambre y en mi casa no hay nada que robar.",negativo
568,"¿No les digo? Reforma saca a 8 columnas que un compadre de AMLO gana una licitación. AMLO dice que se cancela, que el compadre entienda... Luego sacan nota que AMLO ""tuerce"" la ley por la cancelación...",negativo
569,Antes le pagaban para que estuviera a favor del gobierno de EPN. Ahora le pagan para que esté en contra del gobierno de AMLO.,positivo
570,"y no estoy decepcionada de él, es más, cada día me da más alegría el apoyarlo y verlo como #AMLOelMejorPresidenteDelMundo",positivo
571,"""40 Años Luchando Bajo Las Inclemencias Del Tiempo Y Arriesgando La Vida Por Un México Mejor Y Más Justo. Para Que Unos Cuántos A La Primera De Cambios Y Desde La Comodidad De Su Sofa Digan - ""Me Arrepiento De Haber 'Votado' Por AMLO""",positivo
572,"Ya están tratando de frenar las marchas en las ciudades de provincia diciendo ""las autoridades"" que no las pueden hacer porque ""hay feria"". Violaciones al artículo 9 Constitucional Cuidado AMLO, este tigre ya no lo frenas.",negativo
573,"Primero que urge que AMLO dé soluciones para frenar la violencia en México. Anuncia la Guardia Nacional y lo critican. Lo que quieren es ver fracasar a AMLO, pero no lo van a lograr.",positivo
574,"es un hipócrita, mentiroso, cínico, embustero y más falso que el don artístico de su mujer.",negativo
575,Vamos de error en error. Cancelar la licitación para venta de papel para libros de textos gratuitos q ganó Biopapel como pide AMLO generará daño al erario si realmente fue la opción mejor. Pedirle a su compadre Miguel Rincón que renuncie generará daño patrimonial a la empresa,negativo
576,"En México, AMLO y su demagogia, quieren la mediocridad para los jóvenes y maestros de Mx. ",negativo
577,"No le dio la cara a las víctimas, no las escuchó, no hubo diálogo con ellas. Ignorarlas en el aeropuertos y limitarse a mencionarlas en un mitin es insuficiente e insultante.",negativo
578,Tú dime quién no le va a tener miedo a éstos pinches delincuentes. Sí AMLO les está destruyendo el país que construyeron para ellos. Y está construyendo un nuevo país que por años merecen los mexicanos ,positivo
579,"Dirán misa de Calderón, pero él tenía los pantalones que a AMLO le faltan para enfrentar los problemas del país, al menos jamás lo vi justificándose como éste hace cada mañana.",negativo
580,"No sé ustedes, pero qué finalmente haya ganado me hace sentir como si acabáramos de liberar al país de una ocupación militar de más de 70 años. Y pues sí.",positivo
581,y no me arrepiento aún si no tomara las mejores decisiones. Veo a muchos hombres quejándose y arrepentidos de según haber votado por él. ,positivo
582,"Los q critican a AMLO por ir a Minatitlán en suburban, deberían criticar mil veces primero a Yunes, Duarte, Calderón y Peña, porque por ellos la inseguridad está como esta",negativo
583,"Recuerdo los tiempos en que los niños podían salir a jugar a las calles, cuando la palabra era el mejor aval, las mentiras eran repudiadas y el amor y respeto al prójimo era intrínseco a nosotros.",positivo
584,Apoyar a un hombre recto y que ama a mi nación es un privilegio ,positivo
585,"""Hace tres meses visité Minatitlán. Ahora regreso porque estamos comprometidos con recorrer todos los pueblos de México, éste es un Gobierno itinerante. No todo el tiempo vamos a estar en Palacio Nacional. Vamos a gobernar desde abajo y con la gente"".",positivo
586,"AMLO viaja en un Jetta en CDMX. Después Se sube a un avión; el Jetta no sube al avión, solo AMLO. Llega a otra ciudad en donde personas han organizado vehículos para transportarlo a él y a otros que van al mitin. Y AMLO se trepa y va al mitin.",positivo
587,"Amlo nos dara esa paz, que millones necesitamos. Asi sera.... mi querido Mexico #ConAMLOporLaPaz",positivo
588,"con honestidad y amor, se transforma muchas cosas. #4T #ConAMLOporLaPaz",positivo
589,NO ES LA GASOLINA NO ES LA INSEGURIDAD NO ES EL DOLAR ES SU POPULARIDAD,negativo
590,La “oposición “ no dudaría en asesinar a Juan Pardinas y usarlo contra AMLO,negativo
591,"El daño social provocado por acciones irresponsables de gobiernos anteriores, en una guerra sin sentido ha traído muertes y desapariciones, por eso con ",positivo
592,¿Se acuerdan cuando AMLO decía que el pueblo lo iba a cuidar y que ya no iba a utilizar este tipo de camionetas para sus traslados?,negativo
593,"stá en Minatitlán, para atender con su gabinete de seguridad y la #GuardiaNacional el tremendo problema de violencia que dejaron los gobiernos pasados y que sigue lastimando a la sociedad. #ConAMLOporLaPaz",positivo
594,"Si AMLO pretendiera renunciar a la presidencia, yo estoy dispuesto a tomar el cargo y salvar al país: José Antonio Meade",negativo
595,es quien va a sacar a México de la espiral de pobreza y violencia en que la doctrina del shock neoliberal dejó sumidas a las mayorías sociales. ,positivo
596,"AMLO, el mandatario mejor evaluado en América: Consulta Mitofsky En una muestra de 31 gobernantes del mundo –20 de América y 11 de otros continentes–, AMLO es el tercer mejor posicionado.",positivo
597,"Yo con amlo x su honestidad, x su trabajo, x su tenacidad, x su paciencia, x su decencia, yo #ConAMLOporLaPaz",positivo
598,"Calderón nos dejó un infierno, el reto de la 4a Transformación es devolvernos la paz y la tranquilidad. La derecha tiene a la prensa y a los bots, AMLO tiene al pueblo. Venceremos. #ConAMLOporLaPaz",positivo
599,"Siempre hacían lo q querían los de la derecha estuvieron a punto de acabarse a nuestro país pero q creen.... Tenemos un nuevo líder honesto, trabajador y lleno de esperanza para todos #AMLO y estamos contigo siempre",positivo
600,"Critican a AMLO por entrar en una suburban a uno de los estados más peligrosos del país? Un estado contaminado hasta sus raíces más profundas por narco gobiernos del PRI y PAN. Vamos AMLO, Mexico te apoya!",positivo
601,"asumió la responsabilidad de recuperar la paz en este país y regenerar el tejido social. No es tarea menor ni fácil. Para lograr esto, necesitamos buscar la unidad. La mezquindad política no tiene cabida cuando se trata de recuperar la paz.",positivo
602,Nadie dijo que sería fácil. Decidimos confiar en un proyecto de nación y con ello comprometernos a transformar México.,positivo
603,"La convocatoria #AMLO de denunciar a todos los que cambien su modo de vida como corruptos es igual a las acciones emprendidas por Hitler, Stalin, Castro y Chávez. Es una forma de confrontar a vecinos y familiares ¿Dónde queda el sistema garantista y el respeto a las libertades?",negativo
604,"PAN y PRI dejaron un cementerio de país, recuerdan: -Tlatelolco -ABC -Aguas Blancas -Atenco -Ayotzinapa No se puede acabar la violencia de décadas del PRI y PAN en 4 meses. Yo confío que AMLO acabará con la violencia en el país. ¿Ustedes en quién confían?",positivo
605,Malditos prianistas que usaban un montón de camionetas y de seguridad pagada con NUESTROS impuestos. Lo bueno es que AMLO ya desapareció al EMP por que a él el pueblo bueno lo cuida. O no?,negativo
606,"activó la Guardia Nacional en Minatitlán, Coatzacoalcos y Salina Cruz, salvaguarda de los Derechos Humanos. En este gobierno respondemos con acciones, no con palabras. Estamos atendiendo el tema de la seguridad en",positivo
607,"Todos ya habían votado a favor, hasta que diputados de #Morena meten dos reservas al último minuto, y ya no aprobaron las licencias laborales para padres con hijos con cáncer, que requieren cuidados especiales.",negativo
608,"Sí efectivamente para que NO SE MANCHE a México de sangre, AMLO ha propuesto una guardia nacional que brindará la justicia y paz que el País necesita.",positivo
609,"Si según AMLO en Veracruz ""no pasa nada"", ¿Por qué arribó esta tarde a Minatitlán rodeado de 12 Suburban blindadas y no en el Jetta muy contento firmando autógrafos para el pueblo bueno?",negativo
610,"ue visita #Minatitlán #Veracruz Como grupo parlamentario hemos expresado nuestras condolencias a los familiares de las víctimas, de esa comunidad y de todo el país. Vamos mexicanas y mexicanos en unidad ",positivo
611,"Los neoliberales nos dejaron un cochinero, nos toca a todas y todos acompañar al Presidente",positivo
612,Dónde están los chairos? Jetta abandonado en casa de AMLO. Cambiado modestamente por 12 Suburban nuevas y blindadas para desplazarse por el paraíso del honesto de Cuitlahuac,negativo
613,"Maldito AMLO, por sexto año consecutivo me salió un saldo a pagar de más de 10 mil pesos en mi declaración anual, se nos dijo, se nos advirtió...",negativo
614,"¿A quién creerle? AMLO dice que se resolverá la violencia en 6 meses. Durazo dice que 3 años, máximo 6. Sandoval (SEDENA) dijo en enero que entre 10 y 15 años. ¿A quién creerle? ¿De verdad no tienen ni idea ni plan ni cronograma entre los tres?",negativo
615,AMLO omite la existencia de un cerro en la zona de Santa Lucía y el costo de construir el aeropuerto se eleva en más de 8 mil mdp.,negativo
616,"Veo que están queriendo organizar otra fracasada marcha contra AMLO. ¿Qué pasaría si juntos, Ciudadanos, Youtubers, Twiteros y Facebookeros organizamos una mega marcha en la CDMX a favor de AMLO?",positivo
617,¡Se les acabó a muchos el turismo político! Y ya dijo AMLO que si no se apuran para aprobarla. ¡Va memorándum...!,positivo
618,"Ya casi 5 meses en el poder, los q votamos por AMLO sabemos q está trabajando por nosotros, por México, es honesto, no vendido.",positivo
619,"Andan llorando por los spoilers de Avengers, pero cuando les dimos spoilers de lo malo que sería la presidencia de AMLO.",negativo
620,"Ya estaban listas las plumas para decir que AMLO es igual a todos, hoy anunció que, pese a que no es ilegal, se cancelará el contrato de su compadre: ""No somos iguales"", asegura.",positivo
621,"Si REFORMA no hubiera sacado lo de contrato de AMLO a su compadre, y no se hubiera hecho todo el despedorre que se hizo, ¿creen que de igual manera lo habría cancelado?",negativo
622,"Aunque les duela, se acabó con la corrupción.",positivo
623,Si Reforma no publica ayer el involucramiento de la empresa del compadre de AMLO en la licitación del papel de los libros de texto. ¿Qué hubiera pasado? ¿Igual se les habría retirado el contrato?,negativo
624,"COMO SIEMPRE, AMLO PONIENDO EL EJEMPLO.

ESTO DEBIÓ HACERSE HACE 30 AÑOS.",positivo
625,"Acabo de ver una noticia que dice en México ya no podrán reprobar a niños de 1ro, 2do y 3er grado, solo con asistir a clases podrán pasar al próximo grado.",negativo
626,"Q diferencia entre estas 3 imágenes,la de AMLO refleja que cuando puedes vivir y dormir con la conciencia tranquila sin deberle favores a NADIE y donde tu más grande riqueza es tu honestidad y amor al prójimo, hasta en la cara se refleja, la diferencia es abisma",positivo
627,"Escapan mas de 1000 cubanos, de estación migratoria en Chiapas.. Esto es ineptitud.. este es el gobierno que pide confianza, que exige no lo critiquen, que reta a quienes le auguran fracaso.. este es el gobierno de la 4T que no puede ni controlar sus fronteras.",negativo
628,Usuarios piden renuncia de AMLO y Twitter bloquea el #AMLORENUNCIA | Tribuna,negativo
629,"Artículo 19 exige a AMLO cesar su “discurso estigmatizante” contra Reforma, tras amenazas en redes a su director",negativo
630,"""Que diferencia entre la imagen de AMLO, Conciencia tranquila, felicidad pura, como cuando no le DEBES FAVORES A NADIE! ",positivo
631,"Por lo mismo la oligarquía cada día lo ataca más, saben la estatura de AMLO como estadista es inigualable, a la par las leyes se seguirán modificando para q ya no tengan nunca más privilegios, lo desprestigian x q saben que AMLO hará historia y que ellos jamás ostentaran el poder",positivo
632,Requisitos para trabajar en la 4T: -Secundaria inconclusa -Ser gandalla nato -Dispuest@ a perder el honor en beneficio de AMLO -Incapacidad para ver cerros y hacer presupuestos -Ser resentido social -Creer y promover mentiras -Gusto por la cerveza tibia Contratación inmediata,negativo
633,"Así les está dando AMLO. A los conservadores, neo-liberales corruptos...",positivo
634,"El debate y la pluralidad de ideas en twitter enriquece. En una dictadura hay un pensamiento único y se limita la libertad. La democracia es discrepar, argumentar y respetar. AMLO dió total libertad de prensa. NO a la censura de bots del PAN y PRI en redes,",negativo
635,"Estimados chairos, aún con su título profesional otorgado por las escuelas patito de AMLO van a ser mediocres si no estudian. El hábito no hace al monje.",negativo
636,Ahora hasta los aviones se ríen de las tarugadas de #AMLO con sus aeropuertitos.,negativo
637,"Finalmente la Reforma Educativa fue aprobada por los diputados.
Regresan materias como: Civismo, ética y se agrega educación sexual, y lo mejor, por ley, la educación superior será obligatoria.",positivo
638,"Nadie, ninguno, ni de cerca dice tantas mentiras por minuto como ",negativo
639,Pero nos decían en campaña que AMLO espantaría la inversión.,positivo
640,"“La popularidad de #AMLO se ha sostenido por la economía. Él no ha obstaculizado el crecimiento”. Chris Gaffney, presidente de mercados globales de TIAA Bank.",positivo
641,"Que Diferencia La Reacción Y Carisma D AMLO. Sólo SePuede Estar Así Cuando Puedes Vivir Y Dormir ConLaConciencia Tranquila, Q NoLeDebes Favores A Nadie, Donde TuMásGrande Riqueza Es Tu Honestidad #AMLOelPuebloEstaContigo",positivo
642,"AMLO volvió a lastimar a miles de pobres al cancelar las Zonas Económicas Especiales. Se anularon beneficios fiscales, laborales, régimen aduanero especial, una infraestructura de primer nivel, desarrollo de capital humano y financiamiento. ¿Por qué insiste en lastimar a Mexico?",negativo
643,Hasta dónde nos vamos a hundir con AMLO? ¿Cuánto tiempo nos va a tomar salir a flote? ¿Qué debemos hacer para que NO nos vuelva a pasar,negativo
644,"Diferencia en la imagen de AMLO, cuando puedes vivir y dormir con la conciencia tranquila y que no le DEBES FAVORES A NADIE, donde tu más grande RIQUEZA es tu HONESTIDAD y amor al prójimo.",positivo
645,"AMLO desconoce cómo funciona el mundo en los pisos de arriba. Es cierto, pero eso no descalifica a su gobierno; conoce los pisos de abajo mucho mejor que nadie",negativo
646,"La 4T en realidad es un régimen restaurador del pasado. Regresan personajes como la maestra Gordillo y la #CNTE empoderada, y se mantienen las prácticas corruptas de siempre. Con AMLO lo único que está cambiando son los beneficiados de la corrupción: sus amigos y compadres.",negativo
647,Ayer usuarios de redes mostraron su apoyo a AMLO contra el Reforma y de inmediato saltaron los patrones a defenderlos.,positivo
648,"Que tipo de deuda tiene con él que le permite tantas estupideces?, ahora lo del cerro es algo imperdonable que los mexicanos tendremos que pagar. ¿Hasta cuando vamos a seguir tolerando esta ineptitud?. #AMLORenuncia",negativo
649,"“Se acabaron las privatizaciones de las costas mexicanas. Impedir el acceso a las costas es ilegal. Se acabaron las privatizaciones, como la del agua”",positivo
650,Estoy con AMLO y estoy consciente que necesita mucho más tiempo para sanear toodo el cochinero que dejaron los rateros mafiosos del PRIAN dejando a Mexico en la ruina q por culpa de ellos se están matando los crimínales q ya no verán dinero fácil ni proteccionismo !,positivo
651,"AMLO tiene un gran corazón, es honrado,educado,leal a sus principios, humilde,noble, íntegro,sabio,amable,,recto,digno, con muchos valores...así como con muchos huevos,le sobra quien lo defienda, Mexico no podrá parir otro hombre como el y para mi es un honor y orgullo apoyarlo",positivo
652,El gobierno de @lopezobrador_ es y será un fracaso. Al tiempo.,negativo
653,"Y si no quieren rematar sus terrenos terminarán expropiándoselos, pero querían a #amlo y su morenita adentro no ???",negativo
654,"Ante el bloqueo de Twitter, usuarios se unen al #RenunciaAMLO para exigir su destitución inmediata. ¿Usted se quiere unir?",negativo
655,"VIVA AMLO ! Nuestro amado presidente ! APOYO TOTAL,ABSOLUTO E INQUEBRANTABLE ! #todosconAMLO !",positivo
656,Así las cosas con la 4ta Transformación de Morena y AMLO... ¡Ilusos!,negativo
657,"AMLO privatiza 72 aviones y helicópteros, eran de la nación, ahora servirán a intereses privados. ¿No había muerto el neoliberalismo? #AMLOrenuncia",negativo
658,"Yo no me arrepiento de votar por AMLO, pero no me interesa convencerlos mejor se los demuestro en las próximas votaciones",positivo
659,"Que le dolió muchísimo a los pejefóbicos que los exhibiéramos disfrazándose de votantes de AMLO ""decepcionados"" cuando es obvio que votaron por Anaya.",positivo
660,Tenia que llegar un gobierno diferente como el de AMLO para darnos cuenta de la magnitud de corruptelas que tenían por todos lados las dictaduras del PRIAN. A reconstruir al país,positivo
661,"AMLO pasará a la historia como el héroe mexicano que derrotó al conservadurismo prianista, que estaba saqueando los recursos de la nación y hundiendo en la miseria a los mexicanos. Derrotar al PRIAN es la más grande victoria del pueblo de México, en los tiempos modernos.",negativo
662,Dicen que Ricardo Alemán y Leo Zuckerman están muy arrepentidos de haber votado por AMLO,negativo
663,"¡Yo no voté por AMLO! Después de 5 meses de gobierno, con más inseguridad, un cerro que no vieron, miles de arrepentidos, miles de muertos y ni un corrupto en la cárcel...el ‘transformador de Mexico’ resultó un mentiroso.",negativo
664,"¿No les pasa que solo en Twitter han visto ""arrepentidos de haber votado por AMLO""?",positivo
665,#YoPrefieroElCerro y al NAICM! Cada maldita idea de AMLO repercute sobre todos,negativo
666,"comunidades que se supone lo apoyaban, ese dia fue muy temprano el ya se encontraba al frente de los cierres de los pozos petroleros sobre la carretera Villahermosa a Centla Tabasco a la altura de Vicente Guerrero. cuando los propios campesino se revelaron contra AMLO",negativo
667,"Ni con todos sus ataques y difamaciones, lograrán tumbar asu presidente ANDRÉS MANUEL LÓPEZ OBRADOR.",positivo
668,"Los medios de información buscan en AMLO el error, no la información. Diario, el presidente tiene que desmentir o aclarar las noticias de la prensa. Hoy, se cuestionó a AMLO por un cerro, que tiene 50 años que existe.",positivo
669,"AMLO deja en ridículo a ""Fifis"" sobre Santa Lucía ""Claro que se tomó en cuenta el cerro ¿saben desde cuando? desde hace 50 años que se construyó el aeropuerto",positivo
670,Que los derechairos NO prefieren un lago pero dicen #YoPrefieroElCerro ,negativo
671,Lamento profundamente q' la derechairiza prefiera un Presidente bien peinado/corrupto/genocida/borracho/hablador y q' sólo se dedique a robar y beneficiar a unas cuántas familias antes q' al pueblo. Festejo q' 30 millones de mexicanos apoyamos a #AMLO y un cambio en pro del pais,positivo
672,AMLO destruirá la Escuela Militar de Materiales de Guerra inaugurada hace AÑO Y MEDIO para iniciar la construcción del aeropuerto de Santa Lucia ,negativo
673,"40 años luchando bajo las inclemencias del tiempo y arriesgando la vida por un México mejor y más justo. Para que unos cuántos tarados a la primera de cambios y desde la comodidad de su sofa digan-""Me arrepiento de haber""votado""por AMLO""",positivo
674,"Pues siguiendo la moda, he de confesarles que yo también estoy arrepentida. Voté por AMLO en 2006, 2012 y 18. Y estoy MUY ARREPENTIDA de haber votado en el 2000 por Fox!. Entenderé si me bloquean. Merezco todos los castigos.",positivo
675,Los de la Mafia del Poder mandaron a poner un cerro neoliberal para desestabilizar Santa Lucía.,negativo
676," NO PUEDE NI CON SU ARREGLO PERSONAL, ¿Qué les hace creer que va a arreglar algo en el país? ",negativo
677,"¿En serio creen que van a cambiar la percepción de la gente con su campañita ""yo vote por AMLO y estoy arrepentido""?",negativo
678,Justo así me imagino a los haters PRIANISTAS que se la pasan criticando a AMLO,positivo
679,Acéptalo #AMLO. No sabes gobernar.,negativo
680,"Si los enemigos de AMLO hubieran puesto una fracción del empeño y vigor con el que atacan, critican y calumnian al Presidente,para trabajar por México, tendríamos un país mejor, menos pobre, menos violento.",positivo
681,"Cerro en aeropuerto de Santa Lucía fue colocado por conservadores, asegura AMLO",negativo
682,"Hasta los medios chinos resaltan la victoria de AMLO contra los huachicoleros, así como su gran ahorro en solo 3 meses. Ah, pero en México.",positivo
683,"#Rioboó, el asesor de cabecera de AMLO tuvo una omisión de cerro en Santa Lucía. Quién pagará por ese error que costará 8,215 millones. El costo de la improvisación por caprichos del Tlatoani es muy alto. Gobierno impreparado y asesores ídem.",negativo
684,"Dicen los panistas que ya se arrepintieron de haber votado por AMLO. Diganles que antes de mentir, borren todo vestigio de su adoración por Anaya y Calderón.",negativo
685,"El PRIAN quiere hacer creer q cuando entro AMLO se hizo un mágico reset al país,llevamos una inercia d 90 años, donde cada sexenio crecía y se fortalecía la ignominia y el mal rumbo,hoy x hoy no lo dejan trabajar, le ponen el pie a sus propuestas,ahh pero eso si lo culpan d todo",negativo
